"PassengerId","Survived.0","Survived.1"
892,0.839252336448598,0.160747663551402
893,0.611111111111111,0.388888888888889
894,0.839252336448598,0.160747663551402
895,0.839252336448598,0.160747663551402
896,0.0886075949367089,0.911392405063291
897,0.839252336448598,0.160747663551402
898,0.2,0.8
899,0.839252336448598,0.160747663551402
900,0.2,0.8
901,0.839252336448598,0.160747663551402
902,0.839252336448598,0.160747663551402
903,0.839252336448598,0.160747663551402
904,0.0886075949367089,0.911392405063291
905,0.839252336448598,0.160747663551402
906,0.0886075949367089,0.911392405063291
907,0.0886075949367089,0.911392405063291
908,0.839252336448598,0.160747663551402
909,0.839252336448598,0.160747663551402
910,0.611111111111111,0.388888888888889
911,0.2,0.8
912,0.839252336448598,0.160747663551402
913,0.611111111111111,0.388888888888889
914,0.0886075949367089,0.911392405063291
915,0.839252336448598,0.160747663551402
916,0.0886075949367089,0.911392405063291
917,0.839252336448598,0.160747663551402
918,0.0886075949367089,0.911392405063291
919,0.839252336448598,0.160747663551402
920,0.839252336448598,0.160747663551402
921,0.839252336448598,0.160747663551402
922,0.839252336448598,0.160747663551402
923,0.839252336448598,0.160747663551402
924,0.0886075949367089,0.911392405063291
925,0.962264150943396,0.0377358490566038
926,0.839252336448598,0.160747663551402
927,0.839252336448598,0.160747663551402
928,0.611111111111111,0.388888888888889
929,0.611111111111111,0.388888888888889
930,0.839252336448598,0.160747663551402
931,0.839252336448598,0.160747663551402
932,0.839252336448598,0.160747663551402
933,0.839252336448598,0.160747663551402
934,0.839252336448598,0.160747663551402
935,0.0886075949367089,0.911392405063291
936,0.0886075949367089,0.911392405063291
937,0.839252336448598,0.160747663551402
938,0.839252336448598,0.160747663551402
939,0.839252336448598,0.160747663551402
940,0.0886075949367089,0.911392405063291
941,0.0886075949367089,0.911392405063291
942,0.839252336448598,0.160747663551402
943,0.839252336448598,0.160747663551402
944,0.0886075949367089,0.911392405063291
945,0.0886075949367089,0.911392405063291
946,0.839252336448598,0.160747663551402
947,0.962264150943396,0.0377358490566038
948,0.839252336448598,0.160747663551402
949,0.839252336448598,0.160747663551402
950,0.839252336448598,0.160747663551402
